Year,Country,Central government personal income tax rates and thresholds,Value,Flags
"2011","Mexico","Threshold 7",392841.97,
"2012","Mexico","Threshold 7",392841.97,
"2013","Mexico","Threshold 7",392841.97,
"2010","Portugal","Threshold 7",150000,
"2011","Portugal","Threshold 7",153300,
"2012","Portugal","Threshold 7",153300,
"2000","Switzerland","Threshold 7",91100,
"2001","Switzerland","Threshold 7",91100,
"2002","Switzerland","Threshold 7",91100,
"2003","Switzerland","Threshold 7",91100,
"2004","Switzerland","Threshold 7",91100,
"2005","Switzerland","Threshold 7",91100,
"2006","Switzerland","Threshold 7",97700,
"2007","Switzerland","Threshold 7",97700,
"2008","Switzerland","Threshold 7",97700,
"2009","Switzerland","Threshold 7",97700,
"2010","Switzerland","Threshold 7",97700,
"2011","Switzerland","Threshold 7",103000,
"2012","Switzerland","Threshold 7",103600,
"2013","Switzerland","Threshold 7",103600,
"2000","Austria","Marginal rate 8",32.93,
"2001","Austria","Marginal rate 8",32.93,
"2010","Greece","Marginal rate 8",40,
"2011","Greece","Marginal rate 8",45,
"2012","Greece","Marginal rate 8",45,
"2013","Greece","Marginal rate 8",45,
"2000","Luxembourg","Marginal rate 8",26,
"2001","Luxembourg","Marginal rate 8",26,
"2002","Luxembourg","Marginal rate 8",20,
"2003","Luxembourg","Marginal rate 8",20,
"2004","Luxembourg","Marginal rate 8",20,
"2005","Luxembourg","Marginal rate 8",20,
"2006","Luxembourg","Marginal rate 8",20,
"2007","Luxembourg","Marginal rate 8",20,
"2008","Luxembourg","Marginal rate 8",20,
"2009","Luxembourg","Marginal rate 8",20,
"2010","Luxembourg","Marginal rate 8",20,
"2011","Luxembourg","Marginal rate 8",20,
"2012","Luxembourg","Marginal rate 8",20,
"2013","Luxembourg","Marginal rate 8",20,
"2000","Mexico","Marginal rate 8",35,
"2001","Mexico","Marginal rate 8",35,
"2002","Mexico","Marginal rate 8",35,
"2008","Mexico","Marginal rate 8",28,
"2009","Mexico","Marginal rate 8",28,
"2010","Mexico","Marginal rate 8",30,
"2011","Mexico","Marginal rate 8",30,
"2012","Mexico","Marginal rate 8",30,
"2013","Mexico","Marginal rate 8",30,
"2010","Portugal","Marginal rate 8",45.88,
"2011","Portugal","Marginal rate 8",46.5,
"2012","Portugal","Marginal rate 8",46.5,
"2000","Switzerland","Marginal rate 8",8.8,
"2001","Switzerland","Marginal rate 8",8.8,
"2002","Switzerland","Marginal rate 8",8.8,
"2003","Switzerland","Marginal rate 8",8.8,
"2004","Switzerland","Marginal rate 8",8.8,
"2005","Switzerland","Marginal rate 8",8.8,
"2006","Switzerland","Marginal rate 8",8.8,
"2007","Switzerland","Marginal rate 8",8.8,
"2008","Switzerland","Marginal rate 8",8.8,
"2009","Switzerland","Marginal rate 8",8.8,
"2010","Switzerland","Marginal rate 8",8.8,
"2011","Switzerland","Marginal rate 8",8.8,
"2012","Switzerland","Marginal rate 8",8.8,
"2013","Switzerland","Marginal rate 8",8.8,
"2000","Austria","Threshold 8",21802,
"2001","Austria","Threshold 8",21802,
"2010","Greece","Threshold 8",100000,
"2000","Luxembourg","Threshold 8",19038.223,
"2001","Luxembourg","Threshold 8",21641.105,
"2002","Luxembourg","Threshold 8",21300,
"2003","Luxembourg","Threshold 8",21300,
"2004","Luxembourg","Threshold 8",21300,
"2005","Luxembourg","Threshold 8",21300,
"2006","Luxembourg","Threshold 8",21300,
"2007","Luxembourg","Threshold 8",21300,
"2008","Luxembourg","Threshold 8",22578,
"2009","Luxembourg","Threshold 8",24621,
"2010","Luxembourg","Threshold 8",24621,
"2011","Luxembourg","Threshold 8",24621,
"2012","Luxembourg","Threshold 8",24621,
"2013","Luxembourg","Threshold 8",24621,
"2000","Mexico","Threshold 8",1770150.12,
"2001","Mexico","Threshold 8",1887090.19,
"2000","Switzerland","Threshold 8",118400,
"2001","Switzerland","Threshold 8",118400,
"2002","Switzerland","Threshold 8",118400,
"2003","Switzerland","Threshold 8",118400,
"2004","Switzerland","Threshold 8",118400,
"2005","Switzerland","Threshold 8",118400,
"2006","Switzerland","Threshold 8",127100,
"2007","Switzerland","Threshold 8",127100,
"2008","Switzerland","Threshold 8",127100,
"2009","Switzerland","Threshold 8",127100,
"2010","Switzerland","Threshold 8",127100,
"2011","Switzerland","Threshold 8",133900,
"2012","Switzerland","Threshold 8",134600,
"2013","Switzerland","Threshold 8",134600,
"2000","Austria","Marginal rate 9",42.93,
"2001","Austria","Marginal rate 9",45.5,
"2010","Greece","Marginal rate 9",45,
"2000","Luxembourg","Marginal rate 9",28,
"2001","Luxembourg","Marginal rate 9",28,
"2002","Luxembourg","Marginal rate 9",22,
"2003","Luxembourg","Marginal rate 9",22,
"2004","Luxembourg","Marginal rate 9",22,
"2005","Luxembourg","Marginal rate 9",22,
"2006","Luxembourg","Marginal rate 9",22,
"2007","Luxembourg","Marginal rate 9",22,
"2008","Luxembourg","Marginal rate 9",22,
"2009","Luxembourg","Marginal rate 9",22,
"2010","Luxembourg","Marginal rate 9",22,
"2011","Luxembourg","Marginal rate 9",22,
"2012","Luxembourg","Marginal rate 9",22,
"2013","Luxembourg","Marginal rate 9",22,
"2000","Mexico","Marginal rate 9",37.5,
"2001","Mexico","Marginal rate 9",37.5,
"2000","Switzerland","Marginal rate 9",11,
"2001","Switzerland","Marginal rate 9",11,
"2002","Switzerland","Marginal rate 9",11,
"2003","Switzerland","Marginal rate 9",11,
"2004","Switzerland","Marginal rate 9",11,
"2005","Switzerland","Marginal rate 9",11,
"2006","Switzerland","Marginal rate 9",11,
"2007","Switzerland","Marginal rate 9",11,
"2008","Switzerland","Marginal rate 9",11,
"2009","Switzerland","Marginal rate 9",11,
"2010","Switzerland","Marginal rate 9",11,
"2011","Switzerland","Marginal rate 9",11,
"2012","Switzerland","Marginal rate 9",11,
"2013","Switzerland","Marginal rate 9",11,
"2000","Austria","Threshold 9",29069,
"2001","Austria","Threshold 9",35421,
"2000","Luxembourg","Threshold 9",20748.688,
"2001","Luxembourg","Threshold 9",23351.57,
"2002","Luxembourg","Threshold 9",22950,
"2003","Luxembourg","Threshold 9",22950,
"2004","Luxembourg","Threshold 9",22950,
"2005","Luxembourg","Threshold 9",22950,
"2006","Luxembourg","Threshold 9",22950,
"2007","Luxembourg","Threshold 9",22950,
"2008","Luxembourg","Threshold 9",24327,
"2009","Luxembourg","Threshold 9",26529,
"2010","Luxembourg","Threshold 9",26529,
"2011","Luxembourg","Threshold 9",26529,
"2012","Luxembourg","Threshold 9",26529,
"2013","Luxembourg","Threshold 9",26529,
"2000","Mexico","Threshold 9",2360200.47,
"2001","Mexico","Threshold 9",2516120.47,
"2000","Switzerland","Threshold 9",154700,
"2001","Switzerland","Threshold 9",154700,
"2002","Switzerland","Threshold 9",154700,
"2003","Switzerland","Threshold 9",154700,
"2004","Switzerland","Threshold 9",154700,
"2005","Switzerland","Threshold 9",154700,
"2006","Switzerland","Threshold 9",166200,
"2007","Switzerland","Threshold 9",166200,
"2008","Switzerland","Threshold 9",166200,
"2009","Switzerland","Threshold 9",166200,
"2010","Switzerland","Threshold 9",166200,
"2011","Switzerland","Threshold 9",175000,
"2012","Switzerland","Threshold 9",176000,
"2013","Switzerland","Threshold 9",176000,
"2000","Austria","Marginal rate 10",45,
"2001","Austria","Marginal rate 10",41,
"2000","Luxembourg","Marginal rate 10",30,
"2001","Luxembourg","Marginal rate 10",30,
"2002","Luxembourg","Marginal rate 10",24,
"2003","Luxembourg","Marginal rate 10",24,
"2004","Luxembourg","Marginal rate 10",24,
"2005","Luxembourg","Marginal rate 10",24,
"2006","Luxembourg","Marginal rate 10",24,
"2007","Luxembourg","Marginal rate 10",24,
"2008","Luxembourg","Marginal rate 10",24,
"2009","Luxembourg","Marginal rate 10",24,
"2010","Luxembourg","Marginal rate 10",24,
"2011","Luxembourg","Marginal rate 10",24,
"2012","Luxembourg","Marginal rate 10",24,
"2013","Luxembourg","Marginal rate 10",24,
"2000","Mexico","Marginal rate 10",40,
"2001","Mexico","Marginal rate 10",40,
"2000","Switzerland","Marginal rate 10",13.2,
"2001","Switzerland","Marginal rate 10",13.2,
"2002","Switzerland","Marginal rate 10",13.2,
"2003","Switzerland","Marginal rate 10",13.2,
"2004","Switzerland","Marginal rate 10",13.2,
"2005","Switzerland","Marginal rate 10",13.2,
"2006","Switzerland","Marginal rate 10",13.2,
"2007","Switzerland","Marginal rate 10",13.2,
"2008","Switzerland","Marginal rate 10",13.2,
"2009","Switzerland","Marginal rate 10",13.2,
"2010","Switzerland","Marginal rate 10",13.2,
"2011","Switzerland","Marginal rate 10",13.2,
"2012","Switzerland","Marginal rate 10",13.2,
"2013","Switzerland","Marginal rate 10",13.2,
"2000","Austria","Threshold 10",36336,
"2001","Austria","Threshold 10",50871,
"2000","Luxembourg","Threshold 10",22459.153,
"2001","Luxembourg","Threshold 10",25062.035,
"2002","Luxembourg","Threshold 10",24600,
"2003","Luxembourg","Threshold 10",24600,
"2004","Luxembourg","Threshold 10",24600,
"2005","Luxembourg","Threshold 10",24600,
"2006","Luxembourg","Threshold 10",24600,
"2007","Luxembourg","Threshold 10",24600,
"2008","Luxembourg","Threshold 10",26076,
"2009","Luxembourg","Threshold 10",28437,
"2010","Luxembourg","Threshold 10",28437,
"2011","Luxembourg","Threshold 10",28437,
"2012","Luxembourg","Threshold 10",28437,
"2013","Luxembourg","Threshold 10",28437,
"2000","Switzerland","Threshold 10",664300,
"2001","Switzerland","Threshold 10",664300,
"2002","Switzerland","Threshold 10",664300,
"2003","Switzerland","Threshold 10",664300,
"2004","Switzerland","Threshold 10",664300,
"2005","Switzerland","Threshold 10",664300,
"2006","Switzerland","Threshold 10",712400,
"2007","Switzerland","Threshold 10",712400,
"2008","Switzerland","Threshold 10",712400,
"2009","Switzerland","Threshold 10",712400,
"2010","Switzerland","Threshold 10",712500,
"2011","Switzerland","Threshold 10",751200,
"2012","Switzerland","Threshold 10",755200,
"2013","Switzerland","Threshold 10",755200,
"2000","Austria","Marginal rate 11",42,
"2001","Austria","Marginal rate 11",50,
"2000","Luxembourg","Marginal rate 11",32,
"2001","Luxembourg","Marginal rate 11",32,
"2002","Luxembourg","Marginal rate 11",26,
"2003","Luxembourg","Marginal rate 11",26,
"2004","Luxembourg","Marginal rate 11",26,
"2005","Luxembourg","Marginal rate 11",26,
"2006","Luxembourg","Marginal rate 11",26,
"2007","Luxembourg","Marginal rate 11",26,
"2008","Luxembourg","Marginal rate 11",26,
"2009","Luxembourg","Marginal rate 11",26,
"2010","Luxembourg","Marginal rate 11",26,
"2011","Luxembourg","Marginal rate 11",26,
"2012","Luxembourg","Marginal rate 11",26,
"2013","Luxembourg","Marginal rate 11",26,
"2000","Switzerland","Marginal rate 11",11.5,
"2001","Switzerland","Marginal rate 11",11.5,
"2002","Switzerland","Marginal rate 11",11.5,
"2003","Switzerland","Marginal rate 11",11.5,
"2004","Switzerland","Marginal rate 11",11.5,
"2010","Switzerland","Marginal rate 11",13.2,
"2011","Switzerland","Marginal rate 11",13.2,
"2012","Switzerland","Marginal rate 11",13.2,
"2013","Switzerland","Marginal rate 11",13.2,
"2000","Austria","Threshold 11",50871,
"2000","Luxembourg","Threshold 11",24169.619,
"2001","Luxembourg","Threshold 11",26772.501,
"2002","Luxembourg","Threshold 11",26250,
"2003","Luxembourg","Threshold 11",26250,
"2004","Luxembourg","Threshold 11",26250,
"2005","Luxembourg","Threshold 11",26250,
"2006","Luxembourg","Threshold 11",26250,
"2007","Luxembourg","Threshold 11",26250,
"2008","Luxembourg","Threshold 11",27825,
"2009","Luxembourg","Threshold 11",30345,
"2010","Luxembourg","Threshold 11",30345,
"2011","Luxembourg","Threshold 11",30345,
"2012","Luxembourg","Threshold 11",30345,
"2013","Luxembourg","Threshold 11",30345,
"2000","Austria","Marginal rate 12",50,
"2000","Luxembourg","Marginal rate 12",34,
"2001","Luxembourg","Marginal rate 12",34,
"2002","Luxembourg","Marginal rate 12",28,
"2003","Luxembourg","Marginal rate 12",28,
"2004","Luxembourg","Marginal rate 12",28,
"2005","Luxembourg","Marginal rate 12",28,
"2006","Luxembourg","Marginal rate 12",28,
"2007","Luxembourg","Marginal rate 12",28,
"2008","Luxembourg","Marginal rate 12",28,
"2009","Luxembourg","Marginal rate 12",28,
"2010","Luxembourg","Marginal rate 12",28,
"2011","Luxembourg","Marginal rate 12",28,
"2012","Luxembourg","Marginal rate 12",28,
"2013","Luxembourg","Marginal rate 12",28,
"2000","Luxembourg","Threshold 12",25880.084,
"2001","Luxembourg","Threshold 12",28482.966,
"2002","Luxembourg","Threshold 12",27900,
"2003","Luxembourg","Threshold 12",27900,
"2004","Luxembourg","Threshold 12",27900,
"2005","Luxembourg","Threshold 12",27900,
"2006","Luxembourg","Threshold 12",27900,
"2007","Luxembourg","Threshold 12",27900,
"2008","Luxembourg","Threshold 12",29574,
"2009","Luxembourg","Threshold 12",32253,
"2010","Luxembourg","Threshold 12",32253,
"2011","Luxembourg","Threshold 12",32253,
"2012","Luxembourg","Threshold 12",32253,
"2013","Luxembourg","Threshold 12",32253,
"2000","Luxembourg","Marginal rate 13",36,
"2001","Luxembourg","Marginal rate 13",36,
"2002","Luxembourg","Marginal rate 13",30,
"2003","Luxembourg","Marginal rate 13",30,
"2004","Luxembourg","Marginal rate 13",30,
"2005","Luxembourg","Marginal rate 13",30,
"2006","Luxembourg","Marginal rate 13",30,
"2007","Luxembourg","Marginal rate 13",30,
"2008","Luxembourg","Marginal rate 13",30,
"2009","Luxembourg","Marginal rate 13",30,
"2010","Luxembourg","Marginal rate 13",30,
"2011","Luxembourg","Marginal rate 13",30,
"2012","Luxembourg","Marginal rate 13",30,
"2013","Luxembourg","Marginal rate 13",30,
"2000","Luxembourg","Threshold 13",27590.549,
"2001","Luxembourg","Threshold 13",30193.431,
"2002","Luxembourg","Threshold 13",29550,
"2003","Luxembourg","Threshold 13",29550,
"2004","Luxembourg","Threshold 13",29550,
"2005","Luxembourg","Threshold 13",29550,
"2006","Luxembourg","Threshold 13",29550,
"2007","Luxembourg","Threshold 13",29550,
"2008","Luxembourg","Threshold 13",31323,
"2009","Luxembourg","Threshold 13",34161,
"2010","Luxembourg","Threshold 13",34161,
"2011","Luxembourg","Threshold 13",34161,
"2012","Luxembourg","Threshold 13",34161,
"2013","Luxembourg","Threshold 13",34161,
"2000","Luxembourg","Marginal rate 14",38,
"2001","Luxembourg","Marginal rate 14",38,
"2002","Luxembourg","Marginal rate 14",32,
"2003","Luxembourg","Marginal rate 14",32,
"2004","Luxembourg","Marginal rate 14",32,
"2005","Luxembourg","Marginal rate 14",32,
"2006","Luxembourg","Marginal rate 14",32,
"2007","Luxembourg","Marginal rate 14",32,
"2008","Luxembourg","Marginal rate 14",32,
"2009","Luxembourg","Marginal rate 14",32,
"2010","Luxembourg","Marginal rate 14",32,
"2011","Luxembourg","Marginal rate 14",32,
"2012","Luxembourg","Marginal rate 14",32,
"2013","Luxembourg","Marginal rate 14",32,
"2000","Luxembourg","Threshold 14",29301.015,
"2001","Luxembourg","Threshold 14",31903.897,
"2002","Luxembourg","Threshold 14",31200,
"2003","Luxembourg","Threshold 14",31200,
"2004","Luxembourg","Threshold 14",31200,
"2005","Luxembourg","Threshold 14",31200,
"2006","Luxembourg","Threshold 14",31200,
"2007","Luxembourg","Threshold 14",31200,
"2008","Luxembourg","Threshold 14",33072,
"2009","Luxembourg","Threshold 14",36069,
"2010","Luxembourg","Threshold 14",36069,
"2011","Luxembourg","Threshold 14",36069,
"2012","Luxembourg","Threshold 14",36069,
"2013","Luxembourg","Threshold 14",36069,
"2000","Luxembourg","Marginal rate 15",40,
"2001","Luxembourg","Marginal rate 15",40,
"2002","Luxembourg","Marginal rate 15",34,
"2003","Luxembourg","Marginal rate 15",34,
"2004","Luxembourg","Marginal rate 15",34,
"2005","Luxembourg","Marginal rate 15",34,
"2006","Luxembourg","Marginal rate 15",34,
"2007","Luxembourg","Marginal rate 15",34,
"2008","Luxembourg","Marginal rate 15",34,
"2009","Luxembourg","Marginal rate 15",34,
"2010","Luxembourg","Marginal rate 15",34,
"2011","Luxembourg","Marginal rate 15",34,
"2012","Luxembourg","Marginal rate 15",34,
"2013","Luxembourg","Marginal rate 15",34,
"2000","Luxembourg","Threshold 15",31011.48,
"2001","Luxembourg","Threshold 15",33614.362,
"2002","Luxembourg","Threshold 15",32850,
"2003","Luxembourg","Threshold 15",32850,
"2004","Luxembourg","Threshold 15",32850,
"2005","Luxembourg","Threshold 15",32850,
"2006","Luxembourg","Threshold 15",32850,
"2007","Luxembourg","Threshold 15",32850,
"2008","Luxembourg","Threshold 15",34821,
"2009","Luxembourg","Threshold 15",37977,
"2010","Luxembourg","Threshold 15",37977,
"2011","Luxembourg","Threshold 15",37977,
"2012","Luxembourg","Threshold 15",37977,
"2013","Luxembourg","Threshold 15",37977,
"2000","Luxembourg","Marginal rate 16",42,
"2001","Luxembourg","Marginal rate 16",42,
"2002","Luxembourg","Marginal rate 16",36,
"2003","Luxembourg","Marginal rate 16",36,
"2004","Luxembourg","Marginal rate 16",36,
"2005","Luxembourg","Marginal rate 16",36,
"2006","Luxembourg","Marginal rate 16",36,
"2007","Luxembourg","Marginal rate 16",36,
"2008","Luxembourg","Marginal rate 16",36,
"2009","Luxembourg","Marginal rate 16",36,
"2010","Luxembourg","Marginal rate 16",36,
"2011","Luxembourg","Marginal rate 16",36,
"2012","Luxembourg","Marginal rate 16",36,
"2013","Luxembourg","Marginal rate 16",36,
"2000","Luxembourg","Threshold 16",32721.945,
"2002","Luxembourg","Threshold 16",34500,
"2003","Luxembourg","Threshold 16",34500,
"2004","Luxembourg","Threshold 16",34500,
"2005","Luxembourg","Threshold 16",34500,
"2006","Luxembourg","Threshold 16",34500,
"2007","Luxembourg","Threshold 16",34500,
"2008","Luxembourg","Threshold 16",36570,
"2009","Luxembourg","Threshold 16",39885,
"2010","Luxembourg","Threshold 16",39885,
"2011","Luxembourg","Threshold 16",39885,
"2012","Luxembourg","Threshold 16",39885,
"2013","Luxembourg","Threshold 16",39885,
"2000","Luxembourg","Marginal rate 17",44,
"2002","Luxembourg","Marginal rate 17",38,
"2003","Luxembourg","Marginal rate 17",38,
"2004","Luxembourg","Marginal rate 17",38,
"2005","Luxembourg","Marginal rate 17",38,
"2006","Luxembourg","Marginal rate 17",38,
"2007","Luxembourg","Marginal rate 17",38,
"2008","Luxembourg","Marginal rate 17",38,
"2009","Luxembourg","Marginal rate 17",38,
"2010","Luxembourg","Marginal rate 17",38,
"2011","Luxembourg","Marginal rate 17",38,
"2012","Luxembourg","Marginal rate 17",38,
"2013","Luxembourg","Marginal rate 17",38,
"2000","Luxembourg","Threshold 17",65443.891,
"2011","Luxembourg","Threshold 17",41793,
"2012","Luxembourg","Threshold 17",41793,
"2013","Luxembourg","Threshold 17",41793,
"2000","Luxembourg","Marginal rate 18",46,
"2011","Luxembourg","Marginal rate 18",39,
"2012","Luxembourg","Marginal rate 18",39,
"2013","Luxembourg","Marginal rate 18",39,
