"race_unique","office_type_fin","place","area","term","cntyname","date","office","recode_offname","total_votes","n_to_vote_for","n_candidates","n_incumb","n_incumb_per_office","n_candidates_per_office","n_open_seats","avg_winner","sd_winner","median_winner","lowest_winner","top_loser","loser_margin","loser_margin_pct","loser_difference_median_winner","avg_votes_per_office","entity_name","year","office_pretty"
"2016 309","City Council","Albany",NA,"Full","ALAMEDA",2016-11-08,"CITY COUNCIL","CITY COUNCIL",19212,3,5,3,1,1.66666666666667,0,4767.66666666667,1021.16714270159,5328,3589,3203,386,0.0200916094107849,0.0724474474474475,6404,"Albany",2016,"City Council"
"2016 31","Supervisor","Colusa","4","Full","COLUSA",2016-11-08,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",1061,1,2,1,1,2,0,595,NA,595,595,466,129,0.121583411875589,0.216806722689076,1061,"Colusa",2016,"Supervisor"
"2016 311","City Council","Berkeley","2","Full","ALAMEDA",2016-11-08,"CITY COUNCIL","CITY COUNCIL",7116,1,3,2,2,3,-1,2827,NA,2827,2827,2206,621,0.0872681281618887,0.219667492041033,7116,"Berkeley",2016,"City Council"
"2016 312","City Council","Berkeley","3","Full","ALAMEDA",2016-11-08,"CITY COUNCIL","CITY COUNCIL",7094,1,4,0,0,4,1,4048,NA,4048,4048,1478,2570,0.362277981392726,0.634881422924901,7094,"Berkeley",2016,"City Council"
"2016 313","City Council","Berkeley","5","Full","ALAMEDA",2016-11-08,"CITY COUNCIL","CITY COUNCIL",9305,1,2,0,0,2,1,5810,NA,5810,5810,3495,2315,0.248790972595379,0.398450946643718,9305,"Berkeley",2016,"City Council"
"2016 314","City Council","Berkeley","6","Full","ALAMEDA",2016-11-08,"CITY COUNCIL","CITY COUNCIL",7437,1,3,1,1,3,0,4344,NA,4344,4344,2168,2176,0.292591098561248,0.500920810313076,7437,"Berkeley",2016,"City Council"
"2016 315","Mayor","Berkeley",NA,"Full","ALAMEDA",2016-11-08,"MAYOR","OTHER CITY",58994,1,8,0,0,8,1,28984,NA,28984,28984,18957,10027,0.169966437264807,0.345949489373447,58994,"Berkeley",2016,"Mayor"
"2016 317","City Council","Dublin",NA,"Full","ALAMEDA",2016-11-08,"CITY COUNCIL","CITY COUNCIL",29217,2,4,1,0.5,2,1,8439,691.550432000443,8439,7950,6323,1627,0.0556867577095527,0.19279535489987,14608.5,"Dublin",2016,"City Council"
"2016 318","Mayor","Dublin",NA,"Full","ALAMEDA",2016-11-08,"MAYOR","OTHER CITY",18160,1,2,1,1,2,0,15607,NA,15607,15607,2553,13054,0.718832599118943,0.836419555327738,18160,"Dublin",2016,"Mayor"
"2016 319","City Council","Emeryville",NA,"Full","ALAMEDA",2016-11-08,"CITY COUNCIL","CITY COUNCIL",10176,3,6,0,0,2,3,2052,300.501247917542,2121,1723,1389,334,0.0328223270440252,0.157472890146157,3392,"Emeryville",2016,"City Council"
"2016 32","Supervisor","Contra Costa","2","Full","CONTRA COSTA",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",44686,1,1,1,1,1,0,44686,NA,44686,44686,NA,NA,NA,NA,44686,"Contra Costa",2016,"Supervisor"
"2016 320","City Council","Fremont",NA,"Full","ALAMEDA",2016-11-08,"CITY COUNCIL","CITY COUNCIL",109637,2,7,1,0.5,3.5,1,29020,7960.60814259815,29020,23391,13239,10152,0.0925964774665487,0.349827705031013,54818.5,"Fremont",2016,"City Council"
"2016 321","Mayor","Fremont",NA,"Full","ALAMEDA",2016-11-08,"MAYOR","OTHER CITY",70215,1,2,2,2,2,-1,37834,NA,37834,37834,32381,5453,0.0776614683472193,0.144129618861342,70215,"Fremont",2016,"Mayor"
"2016 322","City Council","Livermore",NA,"Full","ALAMEDA",2016-11-08,"CITY COUNCIL","CITY COUNCIL",62950,2,6,2,1,3,0,15290,4048.89342907417,15290,12427,9445,2982,0.0473709293089754,0.195029431000654,31475,"Livermore",2016,"City Council"
"2016 323","Mayor","Livermore",NA,"Full","ALAMEDA",2016-11-08,"MAYOR","OTHER CITY",30390,1,1,1,1,1,0,30390,NA,30390,30390,NA,NA,NA,NA,30390,"Livermore",2016,"Mayor"
"2016 324","City Council","Newark",NA,"Full","ALAMEDA",2016-11-08,"CITY COUNCIL","CITY COUNCIL",18624,2,2,2,1,1,0,9312,855.599205235722,9312,8707,NA,NA,NA,NA,9312,"Newark",2016,"City Council"
"2016 325","Mayor","Newark",NA,"Full","ALAMEDA",2016-11-08,"MAYOR","OTHER CITY",12636,1,1,1,1,1,0,12636,NA,12636,12636,NA,NA,NA,NA,12636,"Newark",2016,"Mayor"
"2016 326","Attorney","Oakland",NA,"Full","ALAMEDA",2016-11-08,"CITY ATTORNEY","OTHER CITY",125162,1,1,0,0,1,1,125162,NA,125162,125162,NA,NA,NA,NA,125162,"Oakland",2016,"Attorney"
"2016 327","City Council","Oakland","1","Full","ALAMEDA",2016-11-08,"CITY COUNCIL","CITY COUNCIL",30787,1,2,1,1,2,0,24955,NA,24955,24955,5832,19123,0.621138792347419,0.766299338809858,30787,"Oakland",2016,"City Council"
"2016 328","City Council","Oakland","3","Full","ALAMEDA",2016-11-08,"CITY COUNCIL","CITY COUNCIL",23051,1,2,1,1,2,0,13025,NA,13025,13025,10026,2999,0.130102815496074,0.230249520153551,23051,"Oakland",2016,"City Council"
"2016 329","City Council","Oakland","5","Full","ALAMEDA",2016-11-08,"CITY COUNCIL","CITY COUNCIL",13777,1,2,1,1,2,0,7775,NA,7775,7775,6002,1773,0.128692748784206,0.228038585209003,13777,"Oakland",2016,"City Council"
"2016 33","Supervisor","Contra Costa","3","Full","CONTRA COSTA",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",40783,1,6,0,0,6,1,7516,NA,7516,7516,6080,1436,0.0352107495770296,0.191059073975519,40783,"Contra Costa",2016,"Supervisor"
"2016 330","City Council","Oakland","7","Full","ALAMEDA",2016-11-08,"CITY COUNCIL","CITY COUNCIL",15591,1,3,1,1,3,0,8392,NA,8392,8392,3907,4485,0.287665961131422,0.534437559580553,15591,"Oakland",2016,"City Council"
"2016 331","City Council","Oakland-At Large",NA,"Full","ALAMEDA",2016-11-08,"CITY COUNCIL","CITY COUNCIL",159050,1,5,1,1,5,0,83009,NA,83009,83009,31735,51274,0.322376611128576,0.617692057487742,159050,"Oakland-At Large",2016,"City Council"
"2016 332","City Council","Piedmont",NA,"Full","ALAMEDA",2016-11-08,"CITY COUNCIL","CITY COUNCIL",10879,2,4,2,1,2,0,3931.5,983.585532630488,3931.5,3236,2818,418,0.038422649140546,0.106320742719064,5439.5,"Piedmont",2016,"City Council"
"2016 333","City Council","Pleasanton",NA,"Full","ALAMEDA",2016-11-08,"CITY COUNCIL","CITY COUNCIL",48724,2,3,2,1,1.5,0,17393,4163.44472762639,17393,14449,13938,511,0.010487644692554,0.0293796354855402,24362,"Pleasanton",2016,"City Council"
"2016 334","Mayor","Pleasanton",NA,"Full","ALAMEDA",2016-11-08,"MAYOR","OTHER CITY",31883,1,2,1,1,2,0,20106,NA,20106,20106,11777,8329,0.261236395571308,0.41425445140754,31883,"Pleasanton",2016,"Mayor"
"2016 335","City Council","San Leandro","2","Full","ALAMEDA",2016-11-08,"CITY COUNCIL","CITY COUNCIL",26351,1,2,0,0,2,1,14331,NA,14331,14331,12020,2311,0.0877006565215741,0.161258809573652,26351,"San Leandro",2016,"City Council"
"2016 336","City Council","San Leandro","4","Full","ALAMEDA",2016-11-08,"CITY COUNCIL","CITY COUNCIL",21779,1,1,0,0,1,1,21779,NA,21779,21779,NA,NA,NA,NA,21779,"San Leandro",2016,"City Council"
"2016 337","City Council","San Leandro","6","Full","ALAMEDA",2016-11-08,"CITY COUNCIL","CITY COUNCIL",20867,1,1,0,0,1,1,20867,NA,20867,20867,NA,NA,NA,NA,20867,"San Leandro",2016,"City Council"
"2016 338","City Council","Union City",NA,"Full","ALAMEDA",2016-11-08,"CITY COUNCIL","CITY COUNCIL",21844,1,3,0,0,3,1,10068,NA,10068,10068,9097,971,0.0444515656473173,0.0964441795788637,21844,"Union City",2016,"City Council"
"2016 339","Mayor","Union City",NA,"Full","ALAMEDA",2016-11-08,"MAYOR","OTHER CITY",22860,1,2,1,1,2,0,15774,NA,15774,15774,7086,8688,0.38005249343832,0.550779764168886,22860,"Union City",2016,"Mayor"
"2016 34","Supervisor","Contra Costa","5","Full","CONTRA COSTA",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",38107,1,5,0,0,5,1,5541,NA,5541,5541,5217,324,0.00850237489175217,0.0584731997834326,38107,"Contra Costa",2016,"Supervisor"
"2016 340","City Council","Amador City",NA,"Full","AMADOR",2016-11-08,"CITY COUNCIL","CITY COUNCIL",291,3,4,2,0.666666666666667,1.33333333333333,1,76,4,76,72,63,9,0.0309278350515464,0.118421052631579,97,"Amador City",2016,"City Council"
"2016 342","City Council","Ione",NA,"Full","AMADOR",2016-11-08,"CITY COUNCIL","CITY COUNCIL",2758,2,2,0,0,1,2,1379,90.5096679918781,1379,1315,NA,NA,NA,NA,1379,"Ione",2016,"City Council"
"2016 344","City Council","Jackson",NA,"Full","AMADOR",2016-11-08,"CITY COUNCIL","CITY COUNCIL",5159,3,4,3,1,1.33333333333333,0,1372.66666666667,237.276912769307,1440,1109,1041,68,0.0131808490017445,0.0472222222222222,1719.66666666667,"Jackson",2016,"City Council"
"2016 346","City Council","Plymouth",NA,"Full","AMADOR",2016-11-08,"CITY COUNCIL","CITY COUNCIL",1180,3,6,1,0.333333333333333,2,2,214.666666666667,11.6761865920913,217,202,194,8,0.00677966101694915,0.0368663594470046,393.333333333333,"Plymouth",2016,"City Council"
"2016 348","City Council","Sutter Creek",NA,"Full","AMADOR",2016-11-08,"CITY COUNCIL","CITY COUNCIL",3211,3,4,2,0.666666666666667,1.33333333333333,1,900.666666666667,86.0716755578357,929,804,509,295,0.0918716910619745,0.317545748116254,1070.33333333333,"Sutter Creek",2016,"City Council"
"2016 349","City Council","Biggs",NA,"Full","BUTTE",2016-11-08,"CITY COUNCIL","CITY COUNCIL",845,2,3,1,0.5,1.5,1,291.5,27.5771644662754,291.5,272,262,10,0.0118343195266272,0.0343053173241852,422.5,"Biggs",2016,"City Council"
"2016 350","City Council","Chico",NA,"Full","BUTTE",2016-11-08,"CITY COUNCIL","CITY COUNCIL",117344,4,11,4,1,2.75,0,14744.25,677.482779608948,14778.5,13994,13464,530,0.00451663485137715,0.0358629089555774,29336,"Chico",2016,"City Council"
"2016 351","City Council","Gridley",NA,"Full","BUTTE",2016-11-08,"CITY COUNCIL","CITY COUNCIL",3836,3,4,1,0.333333333333333,1.33333333333333,2,1025.33333333333,101.441280223257,993,944,760,184,0.0479666319082377,0.185297079556898,1278.66666666667,"Gridley",2016,"City Council"
"2016 352","City Council","Oroville",NA,"Full","BUTTE",2016-11-08,"CITY COUNCIL","CITY COUNCIL",12887,3,11,1,0.333333333333333,3.66666666666667,2,1825.66666666667,101.520112949766,1828,1723,1603,120,0.00931170947466439,0.0656455142231947,4295.66666666667,"Oroville",2016,"City Council"
"2016 353","City Council","Paradise",NA,"Full","BUTTE",2016-11-08,"CITY COUNCIL","CITY COUNCIL",27043,3,5,0,0,1.66666666666667,3,6313.66666666667,530.522698226318,6308,5786,5093,693,0.0256258551196243,0.109860494610019,9014.33333333333,"Paradise",2016,"City Council"
"2016 355","City Council","Colusa",NA,"Full","COLUSA",2016-11-08,"CITY COUNCIL","CITY COUNCIL",4757,3,4,2,0.666666666666667,1.33333333333333,1,1222.66666666667,158.79966414742,1134,1128,1089,39,0.00819844439772966,0.0343915343915344,1585.66666666667,"Colusa",2016,"City Council"
"2016 357","City Council","Williams City",NA,"Full","COLUSA",2016-11-08,"CITY COUNCIL","CITY COUNCIL",1266,2,2,1,0.5,1,1,633,2.82842712474619,633,631,NA,NA,NA,NA,633,"Williams City",2016,"City Council"
"2016 359","City Council","Antioch",NA,"Full","CONTRA COSTA",2016-11-08,"CITY COUNCIL","CITY COUNCIL",49227,2,6,2,1,3,0,12541,1252.99321626256,12541,11655,10318,1337,0.0271598919292258,0.106610318156447,24613.5,"Antioch",2016,"City Council"
"2016 36","Supervisor","Contra Costa County","3","Full","CONTRA COSTA",2016-11-08,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",75196,1,2,0,0,2,1,45413,NA,45413,45413,29783,15630,0.207856800893665,0.344174575562064,75196,"Contra Costa County",2016,"Supervisor"
"2016 361","Mayor","Antioch",NA,"Full","CONTRA COSTA",2016-11-08,"MAYOR","OTHER CITY",33348,1,4,1,1,4,0,11497,NA,11497,11497,11433,64,0.00191915557154852,0.00556666956597373,33348,"Antioch",2016,"Mayor"
"2016 362","City Council","Brentwood",NA,"Full","CONTRA COSTA",2016-11-08,"CITY COUNCIL","CITY COUNCIL",33203,2,5,0,0,2.5,2,10375,1285.52012819714,10375,9466,6598,2868,0.0863777369514803,0.276433734939759,16601.5,"Brentwood",2016,"City Council"
"2016 363","Mayor","Brentwood",NA,"Full","CONTRA COSTA",2016-11-08,"MAYOR","OTHER CITY",19031,1,1,1,1,1,0,19031,NA,19031,19031,NA,NA,NA,NA,19031,"Brentwood",2016,"Mayor"
"2016 364","City Council","Clayton",NA,"Full","CONTRA COSTA",2016-11-08,"CITY COUNCIL","CITY COUNCIL",13032,3,4,2,0.666666666666667,1.33333333333333,1,3787,699.939997428351,3861,3053,1671,1382,0.106046654389196,0.357938357938358,4344,"Clayton",2016,"City Council"
"2016 365","City Council","Concord",NA,"Full","CONTRA COSTA",2016-11-08,"CITY COUNCIL","CITY COUNCIL",65773,2,7,1,0.5,3.5,1,16162.5,3080.86424562979,16162.5,13984,11728,2256,0.0342997886670822,0.139582366589327,32886.5,"Concord",2016,"City Council"
"2016 366","City Council","El Cerrito",NA,"Full","CONTRA COSTA",2016-11-08,"CITY COUNCIL","CITY COUNCIL",25867,3,5,1,0.333333333333333,1.66666666666667,2,6581,571.632749236781,6903,5921,3971,1950,0.0753856264738857,0.282485875706215,8622.33333333333,"El Cerrito",2016,"City Council"
"2016 367","City Council","Hercules",NA,"Full","CONTRA COSTA",2016-11-08,"CITY COUNCIL","CITY COUNCIL",18620,3,5,1,0.333333333333333,1.66666666666667,2,4414.33333333333,1847.32464210634,3706,3026,2814,212,0.0113856068743287,0.0572045331894226,6206.66666666667,"Hercules",2016,"City Council"
"2016 368","City Council","Lafayette",NA,"Full","CONTRA COSTA",2016-11-08,"CITY COUNCIL","CITY COUNCIL",23749,3,3,2,0.666666666666667,1,1,7916.33333333333,383.636981185773,7985,7503,NA,NA,NA,NA,7916.33333333333,"Lafayette",2016,"City Council"
"2016 37","Supervisor","Contra Costa County","5","Full","CONTRA COSTA",2016-11-08,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",68227,1,2,1,1,2,0,36371,NA,36371,36371,31856,4515,0.0661761472730737,0.124137362184158,68227,"Contra Costa County",2016,"Supervisor"
"2016 370","City Council","Martinez",NA,"Full","CONTRA COSTA",2016-11-08,"CITY COUNCIL","CITY COUNCIL",25693,2,4,1,0.5,2,1,7571.5,241.123412384613,7571.5,7401,5773,1628,0.063363562059705,0.215016839463779,12846.5,"Martinez",2016,"City Council"
"2016 372","City Council","Moraga",NA,"Full","CONTRA COSTA",2016-11-08,"CITY COUNCIL","CITY COUNCIL",17472,3,4,1,0.333333333333333,1.33333333333333,2,4565,774.443671289268,4371,3906,3777,129,0.00738324175824176,0.029512697323267,5824,"Moraga",2016,"City Council"
"2016 373","City Council","Oakley",NA,"Full","CONTRA COSTA",2016-11-08,"CITY COUNCIL","CITY COUNCIL",27014,3,9,2,0.666666666666667,3,1,4028,638.599248355336,3935,3441,3294,147,0.00544162286221959,0.0373570520965692,9004.66666666667,"Oakley",2016,"City Council"
"2016 374","City Council","Orinda",NA,"Full","CONTRA COSTA",2016-11-08,"CITY COUNCIL","CITY COUNCIL",17999,2,4,0,0,2,2,5848,420.021428024809,5848,5551,3717,1834,0.101894549697205,0.313611491108071,8999.5,"Orinda",2016,"City Council"
"2016 375","City Council","Pittsburg",NA,"Full","CONTRA COSTA",2016-11-08,"CITY COUNCIL","CITY COUNCIL",27294,2,4,1,0.5,2,1,7393,168.291413922398,7393,7274,6666,608,0.0222759580860262,0.0822399567158123,13647,"Pittsburg",2016,"City Council"
"2016 376","City Council","Pleasant Hill",NA,"Full","CONTRA COSTA",2016-11-08,"CITY COUNCIL","CITY COUNCIL",29368,3,4,2,0.666666666666667,1.33333333333333,1,8503.66666666667,2039.12489400069,9173,6214,3857,2357,0.0802574230454917,0.256949743813365,9789.33333333333,"Pleasant Hill",2016,"City Council"
"2016 378","City Council","Richmond",NA,"Full","CONTRA COSTA",2016-11-08,"CITY COUNCIL","CITY COUNCIL",74993,3,9,3,1,3,0,10806.6666666667,1203.65789713412,10490,9793,8540,1253,0.0167082261011028,0.119447092469018,24997.6666666667,"Richmond",2016,"City Council"
"2016 379","City Council","San Pablo",NA,"Full","CONTRA COSTA",2016-11-08,"CITY COUNCIL","CITY COUNCIL",11410,3,4,3,1,1.33333333333333,0,3102,686.806377372837,3353,2325,2104,221,0.0193689745836985,0.0659111243662392,3803.33333333333,"San Pablo",2016,"City Council"
"2016 38","Supervisor","Del Norte","1","Full","DEL NORTE",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",874,1,3,0,0,3,1,70,NA,70,70,NA,NA,NA,NA,874,"Del Norte",2016,"Supervisor"
"2016 380","City Council","San Ramon",NA,"Full","CONTRA COSTA",2016-11-08,"CITY COUNCIL","CITY COUNCIL",44627,2,4,2,1,2,0,15451,1023.89061915812,15451,14727,8077,6650,0.14901292939252,0.430392854831402,22313.5,"San Ramon",2016,"City Council"
"2016 381","Mayor","San Ramon",NA,"Full","CONTRA COSTA",2016-11-08,"MAYOR","OTHER CITY",25920,1,1,1,1,1,0,25920,NA,25920,25920,NA,NA,NA,NA,25920,"San Ramon",2016,"Mayor"
"2016 382","City Council","Walnut Creek",NA,"Full","CONTRA COSTA",2016-11-08,"CITY COUNCIL","CITY COUNCIL",67818,3,4,3,1,1.33333333333333,0,18011,1211.18082877826,17346,17278,13785,3493,0.0515055000147453,0.20137207425343,22606,"Walnut Creek",2016,"City Council"
"2016 383","City Council","Del Norte",NA,"Short","DEL NORTE",2016-06-07,"CITY COUNCIL","CITY COUNCIL",601,1,1,0,0,1,1,601,NA,601,601,NA,NA,NA,NA,601,"Del Norte",2016,"City Council"
"2016 384","City Council","Crescent City",NA,"Full","DEL NORTE",2016-11-08,"CITY COUNCIL","CITY COUNCIL",2611,3,6,0,0,2,3,518,41.5812457725836,495,493,432,61,0.0233626962849483,0.123232323232323,870.333333333333,"Crescent City",2016,"City Council"
"2016 385","City Council","Placerville",NA,"Full","EL DORADO",2016-11-08,"CITY COUNCIL","CITY COUNCIL",5409,2,2,2,1,1,0,2704.5,105.358910396796,2704.5,2630,NA,NA,NA,NA,2704.5,"Placerville",2016,"City Council"
"2016 387","City Council","South Lake Tahoe",NA,"Full","EL DORADO",2016-11-08,"CITY COUNCIL","CITY COUNCIL",11483,2,10,1,0.5,5,1,2271.5,391.030049996161,2271.5,1995,1852,143,0.0124531916746495,0.062953995157385,5741.5,"South Lake Tahoe",2016,"City Council"
"2016 388","City Council","Fresno","2","Full","FRESNO",2016-06-07,"CITY COUNCIL","CITY COUNCIL",12925,1,1,1,1,1,0,12925,NA,12925,12925,NA,NA,NA,NA,12925,"Fresno",2016,"City Council"
"2016 389","City Council","Fresno","4","Full","FRESNO",2016-06-07,"CITY COUNCIL","CITY COUNCIL",7289,1,1,1,1,1,0,7289,NA,7289,7289,NA,NA,NA,NA,7289,"Fresno",2016,"City Council"
"2016 39","Supervisor","Del Norte","2","Full","DEL NORTE",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",1048,1,2,1,1,2,0,680,NA,680,680,368,312,0.297709923664122,0.458823529411765,1048,"Del Norte",2016,"Supervisor"
"2016 390","City Council","Fresno","6","Full","FRESNO",2016-06-07,"CITY COUNCIL","CITY COUNCIL",18312,1,4,0,0,4,1,3798,NA,3798,3798,915,2883,0.157437745740498,0.759083728278041,18312,"Fresno",2016,"City Council"
"2016 391","Mayor","Fresno",NA,"Full","FRESNO",2016-06-07,"MAYOR","OTHER CITY",82586,1,5,0,0,5,1,15089,NA,15089,15089,2910,12179,0.147470515583755,0.807144277288091,82586,"Fresno",2016,"Mayor"
"2016 392","City Council","Coalinga",NA,"Full","FRESNO",2016-11-08,"CITY COUNCIL","CITY COUNCIL",4848,2,5,0,0,2.5,2,1340,171.119841047144,1340,1219,789,430,0.0886963696369637,0.32089552238806,2424,"Coalinga",2016,"City Council"
"2016 394","City Council","Firebaugh",NA,"Full","FRESNO",2016-11-08,"CITY COUNCIL","CITY COUNCIL",2719,3,4,2,0.666666666666667,1.33333333333333,1,741.666666666667,177.652282094358,793,544,494,50,0.0183891136447223,0.0630517023959647,906.333333333333,"Firebaugh",2016,"City Council"
"2016 395","City Council","Fowler",NA,"Full","FRESNO",2016-11-08,"CITY COUNCIL","CITY COUNCIL",4235,3,7,3,1,2.33333333333333,0,859.666666666667,101.001650151536,817,787,764,23,0.00543093270365998,0.0281517747858017,1411.66666666667,"Fowler",2016,"City Council"
"2016 396","City Council","Fresno","5","Short","FRESNO",2016-11-08,"CITY COUNCIL","CITY COUNCIL",13854,1,3,0,0,3,1,8079,NA,8079,8079,3395,4684,0.338097300418652,0.579774724594628,13854,"Fresno",2016,"City Council"
"2016 397","City Council","Fresno","6","Full","FRESNO",2016-11-08,"CITY COUNCIL","CITY COUNCIL",28656,1,2,0,0,2,1,18721,NA,18721,18721,9935,8786,0.306602456728085,0.469312536723466,28656,"Fresno",2016,"City Council"
"2016 398","Mayor","Fresno",NA,"Full","FRESNO",2016-11-08,"MAYOR","OTHER CITY",139829,1,2,0,0,2,1,71776,NA,71776,71776,68053,3723,0.026625378140443,0.051869705751226,139829,"Fresno",2016,"Mayor"
"2016 399","City Council","Huron",NA,"Full","FRESNO",2016-11-08,"CITY COUNCIL","CITY COUNCIL",476,1,1,1,1,1,0,476,NA,476,476,NA,NA,NA,NA,476,"Huron",2016,"City Council"
"2016 4","Judge","Alameda","1","Full","ALAMEDA",2016-06-07,"SUPERIOR JUDGE","SUPERIOR JUDGE",318806,1,3,0,0,3,1,74601,NA,74601,74601,NA,NA,NA,NA,318806,"Alameda",2016,"Judge"
"2016 40","Supervisor","Del Norte","5","Full","DEL NORTE",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",1306,1,5,0,0,5,1,169,NA,169,169,95,74,0.0566615620214395,0.437869822485207,1306,"Del Norte",2016,"Supervisor"
"2016 400","Mayor","Huron",NA,"Full","FRESNO",2016-11-08,"MAYOR","OTHER CITY",633,1,2,1,1,2,0,481,NA,481,481,152,329,0.519747235387046,0.683991683991684,633,"Huron",2016,"Mayor"
"2016 401","City Council","Kerman",NA,"Full","FRESNO",2016-11-08,"CITY COUNCIL","CITY COUNCIL",5003,2,6,1,0.5,3,1,1287.5,190.211724139181,1287.5,1153,829,324,0.0647611433140116,0.251650485436893,2501.5,"Kerman",2016,"City Council"
"2016 402","Mayor","Kerman",NA,"Full","FRESNO",2016-11-08,"MAYOR","OTHER CITY",3270,1,3,1,1,3,0,1531,NA,1531,1531,1129,402,0.122935779816514,0.262573481384716,3270,"Kerman",2016,"Mayor"
"2016 403","City Council","Kingsburg",NA,"Full","FRESNO",2016-11-08,"CITY COUNCIL","CITY COUNCIL",6079,2,3,1,0.5,1.5,1,2370.5,324.562012564625,2370.5,2141,1338,803,0.132094094423425,0.338747099767981,3039.5,"Kingsburg",2016,"City Council"
"2016 404","City Council","Mendota",NA,"Full","FRESNO",2016-11-08,"CITY COUNCIL","CITY COUNCIL",2235,2,5,2,1,2.5,0,583.5,21.920310216783,583.5,568,417,151,0.0675615212527964,0.258783204798629,1117.5,"Mendota",2016,"City Council"
"2016 406","City Council","Parlier","1","Full","FRESNO",2016-11-08,"CITY COUNCIL","CITY COUNCIL",584,1,2,1,1,2,0,347,NA,347,347,237,110,0.188356164383562,0.31700288184438,584,"Parlier",2016,"City Council"
"2016 407","City Council","Parlier","3","Full","FRESNO",2016-11-08,"CITY COUNCIL","CITY COUNCIL",534,1,2,1,1,2,0,335,NA,335,335,199,136,0.254681647940075,0.405970149253731,534,"Parlier",2016,"City Council"
"2016 408","City Council","Reedley","1","Full","FRESNO",2016-11-08,"CITY COUNCIL","CITY COUNCIL",5541,1,2,1,1,2,0,2914,NA,2914,2914,2627,287,0.0517957047464357,0.0984900480439259,5541,"Reedley",2016,"City Council"
"2016 409","City Council","San Joaquin",NA,"Full","FRESNO",2016-11-08,"CITY COUNCIL","CITY COUNCIL",1381,3,6,3,1,2,0,270.333333333333,25.9679289380831,276,242,225,17,0.0123099203475742,0.0615942028985507,460.333333333333,"San Joaquin",2016,"City Council"
"2016 41","Supervisor","Del Norte","1","Full","DEL NORTE",2016-11-08,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",1377,1,2,1,1,2,0,719,NA,719,719,658,61,0.0442992011619463,0.0848400556328234,1377,"Del Norte",2016,"Supervisor"
"2016 410","City Council","Sanger","1","Full","FRESNO",2016-11-08,"CITY COUNCIL","CITY COUNCIL",1185,1,2,0,0,2,1,815,NA,815,815,370,445,0.375527426160338,0.54601226993865,1185,"Sanger",2016,"City Council"
"2016 411","City Council","Sanger","3","Full","FRESNO",2016-11-08,"CITY COUNCIL","CITY COUNCIL",2238,1,2,1,1,2,0,1230,NA,1230,1230,1008,222,0.0991957104557641,0.180487804878049,2238,"Sanger",2016,"City Council"
"2016 412","Mayor","Sanger",NA,"Full","FRESNO",2016-11-08,"MAYOR","OTHER CITY",6437,1,2,1,1,2,0,3836,NA,3836,3836,2601,1235,0.191859561907721,0.321949947862357,6437,"Sanger",2016,"Mayor"
"2016 413","City Council","Selma",NA,"Full","FRESNO",2016-11-08,"CITY COUNCIL","CITY COUNCIL",9883,3,4,2,0.666666666666667,1.33333333333333,1,2681.66666666667,487.852778339258,2906,2122,1838,284,0.0287362137002934,0.0977288368891948,3294.33333333333,"Selma",2016,"City Council"
